unit,quantity,rate,gi_amount,from_party_id,to_party_id,consignment_id,party_payment,paid_amount
10KG,139,110,15290,6,6,88,2/10/2025,15290
10KG,38,110,4180,538,222,88,2/10/2025,4180
10KG,105,110,11550,533,78,88,2/10/2025,11550
10KG,72,110,7920,11,245,88,,
10KG,26,110,2860,9,9,88,2/27/2025,2860
10KG,45,110,4950,151,151,88,2/10/2025,4950
10KG,21,110,2310,63,63,88,2/10/2025,2310
10KG,60,110,6600,28,28,88,2/10/2025,6600
10KG,96,110,10560,299,221,88,2/10/2025,10560
10KG,15,110,1650,277,74,88,2/10/2025,1650
10KG,296,110,32560,74,74,88,1/9/2025,32560
10KG,83,110,9130,395,214,88,2/10/2025,9130
10KG,73,110,8030,256,172,88,2/10/2025,8030
10KG,58,110,6380,225,225,88,2/10/2025,6380
10KG,110,110,12100,26,26,89,1/25/2025,12100
10KG,37,110,4070,540,246,89,1/25/2025,4070
10KG,7,110,770,55,55,89,1/25/2025,770
10KG,7,110,770,197,197,89,1/25/2025,770
10KG,32,110,3520,55,55,89,1/25/2025,2520
10KG,31,170,3410,197,197,89,1/25/2025,2410
15KG,11,170,1870,55,55,89,1/25/2025,1870
15KG,11,110,1870,197,197,89,1/25/2025,1870
10KG,62,110,6820,7,7,89,1/25/2025,6820
10KG,161,110,17710,7,220,89,1/25/2025,17710
10KG,29,110,3190,47,47,89,1/25/2025,3190
10KG,35,110,3850,62,232,89,1/25/2025,3850
10KG,71,110,7810,39,69,89,,
10KG,145,110,15950,54,54,89,1/25/2025,15950
10KG,139,110,15290,42,42,89,1/25/2025,15290
10KG,280,110,30800,37,37,89,1/25/2025,30800
10KG,102,110,11220,24,24,89,1/25/2025,11220
10KG,60,110,6600,54,54,89,1/25/2025,6600
10KG,59,110,6490,63,63,89,1/25/2025,6490
10KG,86,110,9460,39,140,89,1/25/2025,9460
10KG,65,110,7150,82,82,89,1/21/2025,7150
